race_date,track_name,race_number,distance,surface,track_condition,horse_name,jockey,trainer,post_position,final_time,finish_position,odds,weight,margin,speed_rating
2024-01-06,Churchill Downs,6,6.0f,Dirt,Good,Mountain Current,J. Velazquez,J. Sadler,9,1:13.28,6,19.83,120,1.8,86
2024-01-06,Churchill Downs,6,6.0f,Dirt,Good,Valley Prince,Jockey_12,Trainer_16,7,1:11.98,7,16.28,123,2.5,93
2024-01-06,Churchill Downs,6,6.0f,Dirt,Good,Destiny Spirit,J. Velazquez,S. Asmussen,4,1:12.83,8,12.27,122,3.0,88
2024-01-06,Churchill Downs,6,6.0f,Dirt,Good,Galloping Strike,M. Garcia,Trainer_10,6,1:13.05,9,23.46,124,3.0,85
2024-01-06,Churchill Downs,6,6.0f,Dirt,Good,Storm Wave,Jockey_12,P. Miller,10,1:13.05,10,30.55,120,3.1,85
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Strong Wind,R. Santana,R. Baltas,9,1:04.90,1,13.04,116,Won by 3.7,95
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Stellar Demon,Jockey_06,R. Baltas,10,1:05.43,2,18.24,116,0.6,97
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Emerald Ocean,J. Velazquez,J. Hollendorfer,4,1:05.01,3,8.76,118,1.1,99
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Jumping Canyon,Jockey_03,K. McPeek,1,1:05.72,4,3.22,121,1.9,94
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Light Tide,R. Santana,D. O'Neill,3,1:05.24,5,7.02,124,1.9,93
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Steel Energy,Jockey_15,B. Baffert,7,1:05.83,6,9.82,118,2.6,95
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Burning Nitro,D. Van Dyke,K. McPeek,11,1:06.27,7,26.59,121,2.1,86
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Running Mesa,Jockey_13,Trainer_20,8,1:06.07,8,64.54,121,3.0,90
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Fortune Dynamo,Jockey_06,Trainer_19,5,1:06.88,9,24.73,120,3.2,92
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Glory Energy,Jockey_01,Trainer_15,6,1:06.62,10,27.47,118,3.5,89
2024-01-06,Oaklawn Park,7,5.5f,Dirt,Firm,Ocean Wind,Jockey_13,P. Eurton,2,1:06.57,11,24.3,120,3.9,92
2024-01-06,Golden Gate Fields,8,5.5f,Dirt,Fast,Lightning Stream,J. Velazquez,Trainer_06,4,1:01.15,1,13.25,117,Won by 2.6,111
2024-01-06,Golden Gate Fields,8,5.5f,Dirt,Fast,Bold Flash,R. Santana,D. O'Neill,1,1:01.11,2,7.64,115,0.7,111
2024-01-06,Golden Gate Fields,8,5.5f,Dirt,Fast,Ruby Storm,I. Ortiz,M. Maker,2,1:01.56,3,20.75,127,1.1,111
2024-01-06,Golden Gate Fields,8,5.5f,Dirt,Fast,Quick Peak,Jockey_06,B. Baffert,5,1:01.10,4,20.3,119,1.5,113
2024-01-06,Golden Gate Fields,8,5.5f,Dirt,Fast,Galloping Runner,K. Desormeaux,P. Miller,3,1:01.66,5,15.66,123,1.8,107
2024-01-06,Golden Gate Fields,8,5.5f,Dirt,Fast,Glowing Summit,Jockey_03,T. Pletcher,6,1:01.48,6,23.59,116,2.6,109
2024-01-06,Woodbine,9,5.5f,Dirt,Firm,Midnight Fury,R. Santana,Trainer_01,2,1:02.50,1,9.03,115,Won by 3.3,105
2024-01-06,Woodbine,9,5.5f,Dirt,Firm,Shining King,J. Rosario,Trainer_07,4,1:02.88,2,31.2,122,0.8,102
2024-01-06,Woodbine,9,5.5f,Dirt,Firm,Brave Mountain,J. Velazquez,M. Maker,6,1:03.38,3,25.5,116,1.3,100
2024-01-06,Woodbine,9,5.5f,Dirt,Firm,Glory Power,I. Ortiz,B. Baffert,5,1:03.19,4,9.37,124,1.3,99
2024-01-06,Woodbine,9,5.5f,Dirt,Firm,Royal Dynamo,Jockey_08,Trainer_18,1,1:03.26,5,17.91,118,1.5,100
2024-01-06,Woodbine,9,5.5f,Dirt,Firm,Fire Arrow,Jockey_11,Trainer_17,3,1:03.79,6,49.49,128,2.4,99
2024-01-06,Churchill Downs,10,5.5f,Dirt,Good,Dancing Fury,F. Prat,Trainer_02,1,1:03.87,1,9.47,125,Won by 3.7,101
2024-01-06,Churchill Downs,10,5.5f,Dirt,Good,Iron Chaser,T. Baze,J. Sadler,3,1:04.59,2,7.74,123,1.3,98
2024-01-06,Churchill Downs,10,5.5f,Dirt,Good,Solar Breeze,M. Franco,S. Asmussen,7,1:04.81,3,34.67,124,1.6,96
2024-01-06,Churchill Downs,10,5.5f,Dirt,Good,Mystic Summit,F. Prat,S. Asmussen,6,1:04.72,4,16.41,115,1.9,93
2024-01-06,Churchill Downs,10,5.5f,Dirt,Good,Wild Nitro,A. Cedillo,Trainer_08,5,1:05.42,5,28.76,128,2.2,92
2024-01-06,Churchill Downs,10,5.5f,Dirt,Good,Magic Demon,K. Desormeaux,S. Asmussen,4,1:04.86,6,8.39,117,2.1,95
2024-01-06,Churchill Downs,10,5.5f,Dirt,Good,Noble River,J. Castellano,Trainer_04,2,1:05.86,7,19.9,126,2.7,88
2024-01-07,Golden Gate Fields,11,6.5f,Dirt,Firm,Noble River,M. Smith,C. Brown,2,1:16.35,1,10.39,120,Won by 3.3,100
2024-01-07,Golden Gate Fields,11,6.5f,Dirt,Firm,Stellar Prince,M. Franco,P. Miller,6,1:16.40,2,26.29,115,1.0,103
2024-01-07,Golden Gate Fields,11,6.5f,Dirt,Firm,Fire Force,Jockey_14,Trainer_06,4,1:16.40,3,28.24,118,1.6,100
2024-01-07,Golden Gate Fields,11,6.5f,Dirt,Firm,Swift Wave,J. Rosario,J. Shirreffs,3,1:16.85,4,6.91,123,1.8,98
2024-01-07,Golden Gate Fields,11,6.5f,Dirt,Firm,Thunder Flow,K. Desormeaux,Trainer_16,1,1:16.92,5,33.69,128,1.6,99
2024-01-07,Golden Gate Fields,11,6.5f,Dirt,Firm,Stellar Current,Jockey_11,M. Casse,5,1:17.10,6,26.12,117,2.7,100
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Diamond Hill,J. Velazquez,Trainer_04,10,1:11.87,1,15.81,127,Won by 3.7,96
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Strong Streak,Jockey_04,R. Baltas,5,1:11.82,2,17.59,128,1.0,94
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Wild Mountain,J. Velazquez,B. Baffert,1,1:12.05,3,13.7,121,1.6,89
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Emerald Force,M. Smith,K. McPeek,8,1:11.57,4,13.27,119,1.9,96
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Wild Champion,T. Baze,J. Sadler,7,1:12.54,5,12.73,125,2.2,91
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Burning Storm,Jockey_08,R. Mandella,2,1:12.77,6,27.57,125,2.6,90
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Galloping Nitro,Jockey_13,Trainer_06,11,1:11.96,7,23.58,126,2.3,94
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Galloping Force,Jockey_10,J. Shirreffs,6,1:12.96,8,16.29,117,2.8,86
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Lucky Demon,K. Desormeaux,J. Shirreffs,3,1:11.73,9,9.1,116,3.4,93
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Shadow Jet,J. Rosario,Trainer_04,4,1:13.41,10,30.8,119,3.1,85
2024-01-07,Gulfstream Park,12,6.0f,Dirt,Fast,Running Champion,Jockey_15,R. Baltas,9,1:13.13,11,32.66,117,3.8,88
2024-01-07,Churchill Downs,1,6.0f,Dirt,Fast,Steel Express,D. Van Dyke,S. Asmussen,3,1:09.58,1,7.94,122,Won by 2.4,101
2024-01-07,Churchill Downs,1,6.0f,Dirt,Fast,Glowing Prince,J. Castellano,S. Asmussen,2,1:09.34,2,6.68,123,1.4,105
2024-01-07,Churchill Downs,1,6.0f,Dirt,Fast,Honor Ridge,Jockey_01,Trainer_16,5,1:09.54,3,30.33,127,1.4,105
2024-01-07,Churchill Downs,1,6.0f,Dirt,Fast,Shadow Valley,J. Velazquez,D. O'Neill,4,1:10.31,4,33.65,127,1.6,101
2024-01-07,Churchill Downs,1,6.0f,Dirt,Fast,Midnight Mountain,Jockey_13,K. McPeek,6,1:10.22,5,22.48,122,2.3,96
2024-01-07,Churchill Downs,1,6.0f,Dirt,Fast,Mystic Surge,Jockey_14,Trainer_14,1,1:10.30,6,33.0,126,2.6,97
2024-01-07,Los Alamitos,2,5.0f,Dirt,Fast,Iron Warrior,C. Lopez,D. O'Neill,2,0:54.17,1,5.52,119,Won by 0.8,118
2024-01-07,Los Alamitos,2,5.0f,Dirt,Fast,Rapid Breeze,M. Garcia,M. Maker,7,0:53.88,2,7.83,128,1.3,118
2024-01-07,Los Alamitos,2,5.0f,Dirt,Fast,Dancing Dash,F. Prat,D. O'Neill,3,0:54.31,3,8.97,123,1.0,118
2024-01-07,Los Alamitos,2,5.0f,Dirt,Fast,Cosmic Strike,R. Santana,J. Shirreffs,1,0:54.36,4,2.31,115,1.7,112
2024-01-07,Los Alamitos,2,5.0f,Dirt,Fast,Fast Energy,D. Davis,R. Baltas,6,0:54.53,5,31.08,117,2.4,116
2024-01-07,Los Alamitos,2,5.0f,Dirt,Fast,Fire Turbo,I. Ortiz,Trainer_13,4,0:54.12,6,7.17,126,2.4,115
2024-01-07,Los Alamitos,2,5.0f,Dirt,Fast,Wild Thunder,M. Smith,P. Miller,8,0:54.93,7,30.44,116,2.6,110
2024-01-07,Los Alamitos,2,5.0f,Dirt,Fast,Rapid Bolt,R. Santana,P. Miller,5,0:55.34,8,18.87,114,2.9,107
2024-01-07,Gulfstream Park,3,1.125m,Dirt,Sloppy,Lightning Boost,Jockey_13,C. Brown,6,1:47.95,1,29.64,128,Won by 3.0,95
2024-01-07,Gulfstream Park,3,1.125m,Dirt,Sloppy,Speed Ocean,D. Van Dyke,D. O'Neill,4,1:48.21,2,14.21,121,1.4,97
2024-01-07,Gulfstream Park,3,1.125m,Dirt,Sloppy,Steel Rush,C. Lopez,T. Pletcher,7,1:48.38,3,12.09,117,0.9,102
2024-01-07,Gulfstream Park,3,1.125m,Dirt,Sloppy,Star Flash,A. Cedillo,Trainer_13,5,1:48.69,4,25.06,116,1.8,96
2024-01-07,Gulfstream Park,3,1.125m,Dirt,Sloppy,Fortune Flow,L. Saez,Trainer_06,2,1:48.22,5,11.0,119,1.6,98
2024-01-07,Gulfstream Park,3,1.125m,Dirt,Sloppy,Dark Flash,Jockey_05,J. Hollendorfer,3,1:48.11,6,10.6,119,2.2,97
2024-01-07,Gulfstream Park,3,1.125m,Dirt,Sloppy,Wild Peak,R. Gonzalez,Trainer_09,1,1:49.08,7,14.79,114,2.6,95
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Magnetic Prince,J. Castellano,J. Shirreffs,6,1:03.82,1,4.32,117,Won by 1.8,102
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Crystal Bullet,J. Rosario,K. McPeek,3,1:04.03,2,7.28,118,1.4,99
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Solar Runner,M. Garcia,K. McPeek,7,1:04.27,3,30.66,114,1.6,100
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Proud Thunder,M. Smith,Trainer_09,4,1:04.03,4,9.33,114,1.5,99
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Burning Ocean,Jockey_13,Trainer_16,10,1:03.82,5,28.68,117,2.0,101
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Wild Bolt,M. Smith,C. Brown,2,1:04.41,6,2.01,118,2.2,101
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Diamond Nitro,M. Franco,C. Brown,8,1:05.32,7,9.58,117,2.7,93
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Rapid Ocean,R. Gonzalez,Trainer_16,12,1:05.47,8,66.76,122,2.9,92
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Stellar Prince,F. Prat,Trainer_02,1,1:05.01,9,5.17,125,2.8,92
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Valley Valley,J. Lezcano,Trainer_15,9,1:05.84,10,29.82,123,3.8,92
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Rapid Breeze,Jockey_15,Trainer_10,5,1:04.72,11,95.13,119,3.3,99
2024-01-07,Woodbine,4,5.5f,Dirt,Fast,Cosmic Surge,Jockey_14,Trainer_17,11,1:04.59,12,19.85,127,4.4,99
2024-01-07,Monmouth Park,5,6.0f,Turf,Yielding,Midnight Gazer,M. Garcia,S. Asmussen,8,1:09.65,1,7.21,128,Won by 1.0,102
2024-01-07,Monmouth Park,5,6.0f,Turf,Yielding,Fortune Dynamo,Jockey_15,C. Brown,2,1:08.92,2,6.22,117,1.1,105
2024-01-07,Monmouth Park,5,6.0f,Turf,Yielding,Fire Ridge,Jockey_04,L. Jones,7,1:09.57,3,17.62,125,1.5,106
2024-01-07,Monmouth Park,5,6.0f,Turf,Yielding,Emerald Peak,Jockey_12,Trainer_13,6,1:10.05,4,15.04,122,1.6,97
2024-01-07,Monmouth Park,5,6.0f,Turf,Yielding,Strong Streak,J. Velazquez,D. O'Neill,4,1:09.51,5,8.04,114,2.3,106
2024-01-07,Monmouth Park,5,6.0f,Turf,Yielding,Running Dynamo,R. Santana,Trainer_17,5,1:10.25,6,28.66,115,2.0,97
2024-01-07,Monmouth Park,5,6.0f,Turf,Yielding,Proud Storm,Jockey_12,R. Baltas,1,1:10.41,7,21.08,125,2.3,104
2024-01-07,Monmouth Park,5,6.0f,Turf,Yielding,Shadow Hill,Jockey_12,C. Brown,3,1:10.76,8,16.91,121,3.0,98
2024-01-07,Santa Anita,6,7.0f,Dirt,Good,Light Rocket,D. Van Dyke,Trainer_08,5,1:24.55,1,23.99,127,Won by 1.6,95
2024-01-07,Santa Anita,6,7.0f,Dirt,Good,Frozen Ridge,J. Castellano,T. Pletcher,2,1:24.55,2,16.23,120,1.0,92
2024-01-07,Santa Anita,6,7.0f,Dirt,Good,Star Strike,Jockey_15,L. Jones,3,1:24.42,3,9.92,123,1.3,94
2024-01-07,Santa Anita,6,7.0f,Dirt,Good,Storm Summit,Jockey_14,C. Brown,8,1:25.14,4,23.67,125,1.9,90
2024-01-07,Santa Anita,6,7.0f,Dirt,Good,Ruby Gazer,A. Cedillo,J. Sadler,4,1:24.72,5,20.53,123,1.6,90
2024-01-07,Santa Anita,6,7.0f,Dirt,Good,Light Runner,E. Maldonado,M. Maker,1,1:25.65,6,26.71,119,2.5,87
2024-01-07,Santa Anita,6,7.0f,Dirt,Good,Wild Peak,M. Franco,Trainer_04,6,1:25.51,7,16.94,127,2.5,90
2024-01-07,Santa Anita,6,7.0f,Dirt,Good,Diamond Gazer,J. Velazquez,L. Jones,7,1:25.45,8,91.64,116,2.5,93
2024-01-07,Keeneland,7,1m,Dirt,Firm,Fire Dash,D. Van Dyke,M. Casse,8,1:37.24,1,8.75,125,Won by 0.3,96
2024-01-07,Keeneland,7,1m,Dirt,Firm,Glowing Gazer,E. Maldonado,Trainer_18,5,1:37.38,2,16.57,123,1.4,93
2024-01-07,Keeneland,7,1m,Dirt,Firm,Brave Strike,M. Smith,J. Sadler,11,1:38.24,3,7.41,128,1.4,88
2024-01-07,Keeneland,7,1m,Dirt,Firm,Royal Warrior,Jockey_10,B. Baffert,9,1:38.27,4,17.87,117,1.5,91
2024-01-07,Keeneland,7,1m,Dirt,Firm,Midnight Blaze,L. Saez,R. Baltas,7,1:38.05,5,16.03,114,2.3,95
2024-01-07,Keeneland,7,1m,Dirt,Firm,Emerald Spirit,K. Desormeaux,C. Brown,4,1:38.34,6,4.9,115,2.4,88
2024-01-07,Keeneland,7,1m,Dirt,Firm,Lightning Bullet,Jockey_03,Trainer_18,10,1:39.27,7,31.8,118,2.9,83
2024-01-07,Keeneland,7,1m,Dirt,Firm,Shining Breeze,M. Garcia,Trainer_07,3,1:39.85,8,30.19,117,2.4,85
2024-01-07,Keeneland,7,1m,Dirt,Firm,Lucky Demon,Jockey_14,P. Eurton,2,1:39.00,9,30.96,121,2.9,87
2024-01-07,Keeneland,7,1m,Dirt,Firm,Ocean Valley,M. Smith,Trainer_11,1,1:38.47,10,12.43,125,3.8,92
2024-01-07,Keeneland,7,1m,Dirt,Firm,Solar Runner,Jockey_10,D. O'Neill,6,1:38.97,11,26.11,118,4.1,90
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Valley Demon,T. Baze,T. Pletcher,6,1:16.62,1,3.25,127,Won by 3.0,98
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Brave Jet,M. Smith,R. Baltas,2,1:16.20,2,12.47,125,1.0,100
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Burning Bolt,J. Velazquez,T. Pletcher,1,1:15.98,3,2.52,128,1.5,102
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Mystic Wave,R. Santana,Trainer_05,7,1:17.12,4,26.41,121,1.9,100
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Destiny Prince,A. Cedillo,Trainer_13,5,1:17.26,5,29.46,116,2.0,96
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Running Valley,M. Garcia,S. Asmussen,12,1:16.56,6,30.48,116,2.0,97
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Rapid Knight,F. Prat,J. Sadler,8,1:17.13,7,6.9,121,2.7,99
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Cosmic Current,K. Desormeaux,M. Casse,3,1:17.21,8,14.56,115,2.8,95
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Legend Ridge,M. Smith,P. Miller,4,1:17.90,9,14.11,121,3.4,95
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Glowing Fire,J. Velazquez,K. McPeek,11,1:17.46,10,26.38,125,3.9,95
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Bright Boost,F. Prat,Trainer_16,10,1:18.49,11,6.28,121,4.0,89
2024-01-07,Monmouth Park,8,6.5f,Dirt,Good,Glowing King,T. Baze,R. Mandella,9,1:18.51,12,20.91,118,3.8,90
2024-01-07,Santa Anita,9,6.0f,Dirt,Yielding,Thunder Tide,J. Velazquez,B. Baffert,3,1:08.62,1,4.45,125,Won by 1.4,104
2024-01-07,Santa Anita,9,6.0f,Dirt,Yielding,Star Blaze,I. Ortiz,R. Baltas,1,1:10.06,2,5.57,127,0.7,94
2024-01-07,Santa Anita,9,6.0f,Dirt,Yielding,Flying Demon,K. Desormeaux,Trainer_18,9,1:09.93,3,8.76,119,1.7,100
2024-01-07,Santa Anita,9,6.0f,Dirt,Yielding,Royal Comet,I. Ortiz,J. Sadler,7,1:09.75,4,18.73,123,1.9,100
2024-01-07,Santa Anita,9,6.0f,Dirt,Yielding,Glowing Thunder,J. Velazquez,Trainer_08,6,1:09.80,5,16.54,128,1.9,99
2024-01-07,Santa Anita,9,6.0f,Dirt,Yielding,Dancing Express,Jockey_14,Trainer_02,8,1:09.86,6,29.07,128,2.1,98
2024-01-07,Santa Anita,9,6.0f,Dirt,Yielding,Mountain Rush,M. Smith,M. Casse,4,1:09.98,7,9.05,119,2.3,98
2024-01-07,Santa Anita,9,6.0f,Dirt,Yielding,Running Summit,J. Velazquez,P. Eurton,2,1:09.61,8,18.53,115,2.5,98
2024-01-07,Santa Anita,9,6.0f,Dirt,Yielding,Flying Canyon,Jockey_01,Trainer_05,5,1:10.67,9,39.33,125,3.0,101
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Speed Boost,D. Van Dyke,B. Baffert,12,1:04.50,1,10.83,127,Won by 3.0,102
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Thunder Mountain,A. Gryder,R. Baltas,5,1:04.13,2,7.95,124,0.9,102
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Running Dynamo,J. Velazquez,R. Baltas,6,1:04.72,3,11.75,114,0.9,97
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Glowing Warrior,L. Saez,Trainer_12,11,1:04.49,4,22.72,119,1.8,101
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Swift Fire,Jockey_11,J. Sadler,1,1:04.06,5,3.59,127,2.0,101
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Thunder Tide,Jockey_02,Trainer_17,4,1:05.14,6,14.5,121,2.5,100
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Royal Energy,C. Lopez,Trainer_13,8,1:04.80,7,13.69,127,3.0,103
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Star Fire,Jockey_09,P. Miller,10,1:05.11,8,16.73,120,3.1,96
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Stellar Current,Jockey_03,Trainer_04,9,1:05.19,9,16.38,117,3.1,98
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Legend Jet,F. Prat,Trainer_19,2,1:06.07,10,12.77,114,3.5,95
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Magnetic Champion,J. Velazquez,Trainer_03,3,1:04.90,11,17.76,126,3.9,99
2024-01-07,Laurel Park,10,5.5f,Turf,Fast,Shining Current,Jockey_14,Trainer_09,7,1:06.82,12,23.84,118,3.8,95
2024-01-07,Arlington Park,11,1.125m,Dirt,Sloppy,Fortune Jet,D. Van Dyke,K. McPeek,3,1:46.71,1,11.13,123,Won by 0.7,104
2024-01-07,Arlington Park,11,1.125m,Dirt,Sloppy,Stellar Force,I. Ortiz,R. Mandella,4,1:47.87,2,12.71,120,1.0,99
2024-01-07,Arlington Park,11,1.125m,Dirt,Sloppy,Proud Valley,Jockey_14,D. O'Neill,2,1:47.57,3,4.81,115,1.6,104
2024-01-07,Arlington Park,11,1.125m,Dirt,Sloppy,Golden Knight,R. Santana,R. Mandella,1,1:48.57,4,13.1,116,2.0,94
2024-01-07,Arlington Park,11,1.125m,Dirt,Sloppy,Ocean Tide,Jockey_12,B. Baffert,8,1:47.99,5,26.82,124,2.0,98
2024-01-07,Arlington Park,11,1.125m,Dirt,Sloppy,Running Demon,D. Davis,K. McPeek,9,1:49.05,6,27.31,125,2.2,95
2024-01-07,Arlington Park,11,1.125m,Dirt,Sloppy,Dancing Arrow,J. Castellano,Trainer_16,5,1:48.62,7,33.57,118,2.3,96
2024-01-07,Arlington Park,11,1.125m,Dirt,Sloppy,Magic Bullet,J. Velazquez,Trainer_11,6,1:49.41,8,21.41,118,2.6,96
2024-01-07,Arlington Park,11,1.125m,Dirt,Sloppy,Storm Wave,A. Cedillo,Trainer_12,7,1:49.26,9,25.65,120,2.9,96
2024-01-07,Gulfstream Park,12,6.5f,Dirt,Good,Magnetic Summit,Jockey_13,M. Casse,7,1:18.29,1,17.57,118,Won by 3.8,91
2024-01-07,Gulfstream Park,12,6.5f,Dirt,Good,Wild Valley,J. Lezcano,Trainer_02,5,1:18.81,2,19.62,121,1.2,91
2024-01-07,Gulfstream Park,12,6.5f,Dirt,Good,Valley King,I. Ortiz,R. Baltas,4,1:18.64,3,9.06,120,1.5,90
2024-01-07,Gulfstream Park,12,6.5f,Dirt,Good,Dark Ridge,J. Velazquez,R. Mandella,6,1:18.82,4,11.91,116,1.6,90
2024-01-07,Gulfstream Park,12,6.5f,Dirt,Good,Ocean Stream,T. Baze,Trainer_08,3,1:19.08,5,13.99,114,1.9,88
2024-01-07,Gulfstream Park,12,6.5f,Dirt,Good,Jumping Summit,Jockey_10,J. Shirreffs,8,1:19.17,6,31.21,120,1.8,88
2024-01-07,Gulfstream Park,12,6.5f,Dirt,Good,Thunder Tide,F. Prat,Trainer_02,1,1:19.68,7,76.62,116,3.0,88
2024-01-07,Gulfstream Park,12,6.5f,Dirt,Good,Mystic Ridge,Jockey_03,S. Asmussen,2,1:19.60,8,47.81,126,2.7,88
2024-01-07,Monmouth Park,1,6.0f,Dirt,Good,Jumping Prince,M. Garcia,Trainer_17,6,1:11.93,1,22.56,127,Won by 3.7,91
2024-01-07,Monmouth Park,1,6.0f,Dirt,Good,Wild Bullet,M. Garcia,Trainer_02,3,1:11.91,2,7.14,115,1.0,95
2024-01-07,Monmouth Park,1,6.0f,Dirt,Good,Dancing Sea,I. Ortiz,J. Hollendorfer,2,1:13.06,3,34.46,116,1.4,87
2024-01-07,Monmouth Park,1,6.0f,Dirt,Good,Star Power,J. Castellano,R. Baltas,5,1:13.28,4,15.83,121,1.3,89
2024-01-07,Monmouth Park,1,6.0f,Dirt,Good,Galloping Flow,M. Smith,J. Shirreffs,7,1:13.68,5,16.36,118,2.1,88
2024-01-07,Monmouth Park,1,6.0f,Dirt,Good,Shadow Nitro,Jockey_02,Trainer_09,1,1:12.91,6,33.32,123,2.5,84
2024-01-07,Monmouth Park,1,6.0f,Dirt,Good,Lunar Gazer,Jockey_12,C. Brown,4,1:13.37,7,27.48,125,2.7,86
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Glowing Warrior,R. Santana,M. Casse,3,1:24.39,1,8.09,120,Won by 3.0,94
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Speed Summit,J. Velazquez,Trainer_07,11,1:25.93,2,32.83,119,1.3,88
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Running River,D. Van Dyke,Trainer_12,6,1:25.42,3,20.62,115,1.0,88
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Royal Dynamo,F. Prat,Trainer_18,1,1:26.23,4,33.76,119,1.5,86
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Dark Blaze,Jockey_07,P. Miller,7,1:25.02,5,11.41,117,1.8,90
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Noble Champion,Jockey_02,J. Shirreffs,9,1:25.25,6,22.23,127,2.1,92
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Lucky Comet,J. Castellano,Trainer_05,8,1:26.43,7,8.65,126,2.9,85
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Wild Mountain,F. Prat,Trainer_20,5,1:25.34,8,16.89,124,3.0,88
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Speed Spirit,Jockey_03,D. O'Neill,4,1:26.36,9,7.23,122,3.0,89
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Emerald Spirit,K. Desormeaux,Trainer_02,10,1:26.69,10,21.77,118,3.4,83
2024-01-07,Keeneland,2,7.0f,Dirt,Good,Dancing Mountain,I. Ortiz,Trainer_12,2,1:26.73,11,8.93,123,4.2,84
2024-01-07,Santa Anita,3,5.0f,Turf,Good,Destiny Runner,L. Saez,J. Shirreffs,1,0:57.10,1,34.16,120,Won by 2.0,105
2024-01-07,Santa Anita,3,5.0f,Turf,Good,Storm Runner,D. Van Dyke,Trainer_06,7,0:59.04,2,8.81,122,1.0,100
2024-01-07,Santa Anita,3,5.0f,Turf,Good,Star Boost,J. Velazquez,M. Casse,2,0:57.78,3,8.75,121,1.0,105
2024-01-07,Santa Anita,3,5.0f,Turf,Good,Speed Ocean,Jockey_01,R. Baltas,5,0:58.13,4,17.2,122,1.8,103
2024-01-07,Santa Anita,3,5.0f,Turf,Good,Rapid Bolt,Jockey_07,Trainer_14,9,0:58.71,5,40.27,119,2.1,101
2024-01-07,Santa Anita,3,5.0f,Turf,Good,Legend Streak,D. Van Dyke,Trainer_19,6,0:58.50,6,33.81,125,2.5,101
